x,y,r,g,b
0,0,255,255,255
1,0,255,255,255
2,0,255,255,255
3,0,255,255,255
4,0,255,255,255
5,0,255,255,255
6,0,255,255,255
7,0,255,255,255
8,0,255,255,255
9,0,255,255,255
10,0,255,255,255
11,0,255,255,255
12,0,255,255,255
13,0,255,255,255
14,0,255,255,255
15,0,255,255,255
16,0,255,255,255
17,0,255,255,255
18,0,255,255,255
19,0,255,255,255
20,0,255,255,255
21,0,255,255,255
22,0,255,255,255
23,0,255,255,255
24,0,255,255,255
25,0,255,255,255
26,0,255,255,255
27,0,255,255,255
28,0,255,255,255
29,0,255,255,255
30,0,255,255,255
31,0,255,255,255
32,0,255,255,255
33,0,255,255,255
34,0,255,255,255
35,0,255,255,255
36,0,255,255,255
37,0,255,255,255
38,0,255,255,255
39,0,255,255,255
40,0,255,255,255
41,0,255,255,255
42,0,255,255,255
43,0,255,255,255
44,0,255,255,255
45,0,255,255,255
46,0,253,253,253
47,0,255,255,255
48,0,177,177,177
49,0,53,53,53
50,0,42,42,42
51,0,48,48,48
52,0,53,53,53
53,0,67,67,67
54,0,130,130,130
55,0,170,170,170
56,0,180,180,180
57,0,181,181,181
58,0,180,180,180
59,0,177,177,177
60,0,179,179,179
61,0,181,181,181
62,0,181,181,181
63,0,174,174,174
64,0,175,175,175
65,0,179,179,179
66,0,188,188,188
67,0,191,191,191
68,0,184,184,184
69,0,194,194,194
70,0,187,187,187
71,0,170,170,170
72,0,151,151,151
73,0,146,146,146
74,0,138,138,138
75,0,125,125,125
76,0,129,129,129
77,0,129,129,129
78,0,140,140,140
79,0,140,140,140
80,0,131,131,131
81,0,126,126,126
82,0,119,119,119
83,0,106,106,106
84,0,89,89,89
85,0,72,72,72
86,0,57,57,57
87,0,47,47,47
88,0,37,37,37
89,0,36,36,36
90,0,41,41,41
91,0,57,57,57
92,0,180,180,180
93,0,254,254,254
94,0,253,253,253
95,0,255,255,255
96,0,255,255,255
97,0,255,255,255
98,0,255,255,255
99,0,255,255,255
100,0,255,255,255
101,0,255,255,255
102,0,255,255,255
103,0,255,255,255
104,0,255,255,255
105,0,255,255,255
106,0,255,255,255
107,0,255,255,255
108,0,255,255,255
109,0,255,255,255
110,0,255,255,255
111,0,255,255,255
112,0,255,255,255
113,0,255,255,255
114,0,255,255,255
115,0,255,255,255
116,0,255,255,255
117,0,255,255,255
118,0,255,255,255
119,0,255,255,255
120,0,255,255,255
121,0,255,255,255
122,0,255,255,255
123,0,255,255,255
124,0,255,255,255
125,0,255,255,255
126,0,255,255,255
127,0,255,255,255
128,0,255,255,255
129,0,255,255,255
130,0,255,255,255
131,0,255,255,255
132,0,255,255,255
133,0,255,255,255
134,0,255,255,255
135,0,255,255,255
136,0,255,255,255
137,0,255,255,255
138,0,255,255,255
139,0,255,255,255
140,0,255,255,255
0,1,255,255,255
1,1,255,255,255
2,1,255,255,255
3,1,255,255,255
4,1,255,255,255
5,1,255,255,255
6,1,255,255,255
7,1,255,255,255
8,1,255,255,255
9,1,255,255,255
10,1,255,255,255
11,1,255,255,255
12,1,255,255,255
13,1,255,255,255
14,1,255,255,255
15,1,255,255,255
16,1,255,255,255
17,1,255,255,255
18,1,255,255,255
19,1,255,255,255
20,1,255,255,255
21,1,255,255,255
22,1,255,255,255
23,1,255,255,255
24,1,255,255,255
25,1,255,255,255
26,1,255,255,255
27,1,255,255,255
28,1,255,255,255
29,1,255,255,255
30,1,255,255,255
31,1,255,255,255
32,1,255,255,255
33,1,255,255,255
34,1,255,255,255
35,1,255,255,255
36,1,255,255,255
37,1,255,255,255
38,1,255,255,255
39,1,255,255,255
40,1,255,255,255
41,1,255,255,255
42,1,255,255,255
43,1,255,255,255
44,1,255,255,255
45,1,254,254,254
46,1,254,254,254
47,1,233,233,233
48,1,77,77,77
49,1,44,44,44
50,1,51,51,51
51,1,57,57,57
52,1,60,60,60
53,1,89,89,89
54,1,153,153,153
55,1,179,179,179
56,1,184,184,184
57,1,190,190,190
58,1,192,192,192
59,1,188,188,188
60,1,191,191,191
61,1,198,198,198
62,1,193,193,193
63,1,199,199,199
64,1,202,202,202
65,1,200,200,200
66,1,196,196,196
67,1,199,199,199
68,1,205,205,205
69,1,205,205,205
70,1,206,206,206
71,1,193,193,193
72,1,185,185,185
73,1,159,159,159
74,1,147,147,147
75,1,137,137,137
76,1,139,139,139
77,1,141,141,141
78,1,141,141,141
79,1,145,145,145
80,1,137,137,137
81,1,128,128,128
82,1,122,122,122
83,1,109,109,109
84,1,95,95,95
85,1,81,81,81
86,1,66,66,66
87,1,56,56,56
88,1,43,43,43
89,1,36,36,36
90,1,37,37,37
91,1,34,34,34
92,1,120,120,120
93,1,255,255,255
94,1,253,253,253
95,1,255,255,255
96,1,255,255,255
97,1,255,255,255
98,1,255,255,255
99,1,255,255,255
100,1,255,255,255
101,1,255,255,255
102,1,255,255,255
103,1,255,255,255
104,1,255,255,255
105,1,255,255,255
106,1,255,255,255
107,1,255,255,255
108,1,255,255,255
109,1,255,255,255
110,1,255,255,255
111,1,255,255,255
112,1,255,255,255
113,1,255,255,255
114,1,255,255,255
115,1,255,255,255
116,1,255,255,255
117,1,255,255,255
118,1,255,255,255
119,1,255,255,255
120,1,255,255,255
121,1,255,255,255
122,1,255,255,255
123,1,255,255,255
124,1,255,255,255
125,1,255,255,255
126,1,255,255,255
127,1,255,255,255
128,1,255,255,255
129,1,255,255,255
130,1,255,255,255
131,1,255,255,255
132,1,255,255,255
133,1,255,255,255
134,1,255,255,255
135,1,255,255,255
136,1,255,255,255
137,1,255,255,255
138,1,255,255,255
139,1,255,255,255
140,1,255,255,255
0,2,255,255,255
1,2,255,255,255
2,2,255,255,255
3,2,255,255,255
4,2,255,255,255
5,2,255,255,255
6,2,255,255,255
7,2,255,255,255
8,2,255,255,255
9,2,255,255,255
10,2,255,255,255
11,2,255,255,255
12,2,255,255,255
13,2,255,255,255
14,2,255,255,255
15,2,255,255,255
16,2,255,255,255
17,2,255,255,255
18,2,255,255,255
19,2,255,255,255
20,2,255,255,255
21,2,255,255,255
22,2,255,255,255
23,2,255,255,255
24,2,255,255,255
25,2,255,255,255
26,2,255,255,255
27,2,255,255,255
28,2,255,255,255
29,2,255,255,255
30,2,255,255,255
31,2,255,255,255
32,2,255,255,255
33,2,255,255,255
34,2,255,255,255
35,2,255,255,255
36,2,255,255,255
37,2,255,255,255
38,2,255,255,255
39,2,255,255,255
40,2,255,255,255
41,2,255,255,255
42,2,255,255,255
43,2,255,255,255
44,2,255,255,255
45,2,253,253,253
46,2,255,255,255
47,2,137,137,137
48,2,40,40,40
49,2,51,51,51
50,2,48,48,48
51,2,57,57,57
52,2,64,64,64
53,2,115,115,115
54,2,171,171,171
55,2,182,182,182
56,2,192,192,192
57,2,196,196,196
58,2,199,199,199
59,2,203,203,203
60,2,206,206,206
61,2,209,209,209
62,2,215,215,215
63,2,209,209,209
64,2,212,212,212
65,2,216,216,216
66,2,212,212,212
67,2,214,214,214
68,2,215,215,215
69,2,212,212,212
70,2,206,206,206
71,2,203,203,203
72,2,200,200,200
73,2,186,186,186
74,2,158,158,158
75,2,156,156,156
76,2,152,152,152
77,2,159,159,159
78,2,153,153,153
79,2,151,151,151
80,2,143,143,143
81,2,133,133,133
82,2,121,121,121
83,2,112,112,112
84,2,99,99,99
85,2,87,87,87
86,2,72,72,72
87,2,54,54,54
88,2,50,50,50
89,2,41,41,41
90,2,34,34,34
91,2,45,45,45
92,2,57,57,57
93,2,199,199,199
94,2,255,255,255
95,2,253,253,253
96,2,255,255,255
97,2,255,255,255
98,2,255,255,255
99,2,255,255,255
100,2,255,255,255
101,2,255,255,255
102,2,255,255,255
103,2,255,255,255
104,2,255,255,255
105,2,255,255,255
106,2,255,255,255
107,2,255,255,255
108,2,255,255,255
109,2,255,255,255
110,2,255,255,255
111,2,255,255,255
112,2,255,255,255
113,2,255,255,255
114,2,255,255,255
115,2,255,255,255
116,2,255,255,255
117,2,255,255,255
118,2,255,255,255
119,2,255,255,255
120,2,255,255,255
121,2,255,255,255
122,2,255,255,255
123,2,255,255,255
124,2,255,255,255
125,2,255,255,255
126,2,255,255,255
127,2,255,255,255
128,2,255,255,255
129,2,255,255,255
130,2,255,255,255
131,2,255,255,255
132,2,255,255,255
133,2,255,255,255
134,2,255,255,255
135,2,255,255,255
136,2,255,255,255
137,2,255,255,255
138,2,255,255,255
139,2,255,255,255
140,2,255,255,255
0,3,255,255,255
1,3,255,255,255
2,3,255,255,255
3,3,255,255,255
4,3,255,255,255
5,3,255,255,255
6,3,255,255,255
7,3,255,255,255
8,3,255,255,255
9,3,255,255,255
10,3,255,255,255
11,3,255,255,255
12,3,255,255,255
13,3,255,255,255
14,3,255,255,255
15,3,255,255,255
16,3,255,255,255
17,3,255,255,255
18,3,255,255,255
19,3,255,255,255
20,3,255,255,255
21,3,255,255,255
22,3,255,255,255
23,3,255,255,255
24,3,255,255,255
25,3,255,255,255
26,3,255,255,255
27,3,255,255,255
28,3,255,255,255
29,3,255,255,255
30,3,255,255,255
31,3,255,255,255
32,3,255,255,255
33,3,255,255,255
34,3,255,255,255
35,3,255,255,255
36,3,255,255,255
37,3,255,255,255
38,3,255,255,255
39,3,255,255,255
40,3,255,255,255
41,3,255,255,255
42,3,255,255,255
43,3,255,255,255
44,3,253,253,253
45,3,255,255,255
46,3,217,217,217
47,3,58,58,58
48,3,51,51,51
49,3,53,53,53
50,3,49,49,49
51,3,62,62,62
52,3,85,85,85
53,3,152,152,152
54,3,179,179,179
55,3,188,188,188
56,3,197,197,197
57,3,204,204,204
58,3,206,206,206
59,3,212,212,212
60,3,215,215,215
61,3,213,213,213
62,3,218,218,218
63,3,222,222,222
64,3,224,224,224
65,3,228,228,228
66,3,228,228,228
67,3,228,228,228
68,3,227,227,227
69,3,220,220,220
70,3,215,215,215
71,3,203,203,203
72,3,196,196,196
73,3,203,203,203
74,3,183,183,183
75,3,164,164,164
76,3,166,166,166
77,3,170,170,170
78,3,161,161,161
79,3,157,157,157
80,3,149,149,149
81,3,137,137,137
82,3,120,120,120
83,3,114,114,114
84,3,106,106,106
85,3,95,95,95
86,3,82,82,82
87,3,61,61,61
88,3,57,57,57
89,3,55,55,55
90,3,33,33,33
91,3,41,41,41
92,3,43,43,43
93,3,93,93,93
94,3,247,247,247
95,3,254,254,254
96,3,254,254,254
97,3,255,255,255
98,3,255,255,255
99,3,255,255,255
100,3,255,255,255
101,3,255,255,255
102,3,255,255,255
103,3,255,255,255
104,3,255,255,255
105,3,255,255,255
106,3,255,255,255
107,3,255,255,255
108,3,255,255,255
109,3,255,255,255
110,3,255,255,255
111,3,255,255,255
112,3,255,255,255
113,3,255,255,255
114,3,255,255,255
115,3,255,255,255
116,3,255,255,255
117,3,255,255,255
118,3,255,255,255
119,3,255,255,255
120,3,255,255,255
121,3,255,255,255
122,3,255,255,255
123,3,255,255,255
124,3,255,255,255
125,3,255,255,255
126,3,255,255,255
127,3,255,255,255
128,3,255,255,255
129,3,255,255,255
130,3,255,255,255
131,3,255,255,255
132,3,255,255,255
133,3,255,255,255
134,3,255,255,255
135,3,255,255,255
136,3,255,255,255
137,3,255,255,255
138,3,255,255,255
139,3,255,255,255
140,3,255,255,255
0,4,255,255,255
1,4,255,255,255
2,4,255,255,255
3,4,255,255,255
4,4,255,255,255
5,4,255,255,255
6,4,255,255,255
7,4,255,255,255
8,4,255,255,255
9,4,255,255,255
10,4,255,255,255
11,4,255,255,255
12,4,255,255,255
13,4,255,255,255
14,4,255,255,255
15,4,255,255,255
16,4,255,255,255
17,4,255,255,255
18,4,255,255,255
19,4,255,255,255
20,4,255,255,255
21,4,255,255,255
22,4,255,255,255
23,4,255,255,255
24,4,255,255,255
25,4,255,255,255
26,4,255,255,255
27,4,255,255,255
28,4,255,255,255
29,4,255,255,255
30,4,255,255,255
31,4,255,255,255
32,4,255,255,255
33,4,255,255,255
34,4,255,255,255
35,4,255,255,255
36,4,255,255,255
37,4,255,255,255
38,4,255,255,255
39,4,255,255,255
40,4,255,255,255
41,4,255,255,255
42,4,255,255,255
43,4,255,255,255
44,4,254,254,254
45,4,249,249,249
46,4,109,109,109
47,4,42,42,42
48,4,57,57,57
49,4,57,57,57
50,4,53,53,53
51,4,70,70,70
52,4,112,112,112
53,4,171,171,171
54,4,185,185,185
55,4,193,193,193
56,4,202,202,202
57,4,209,209,209
58,4,220,220,220
59,4,224,224,224
60,4,226,226,226
61,4,225,225,225
62,4,227,227,227
63,4,230,230,230
64,4,231,231,231
65,4,231,231,231
66,4,233,233,233
67,4,233,233,233
68,4,233,233,233
69,4,229,229,229
70,4,222,222,222
71,4,218,218,218
72,4,207,207,207
73,4,198,198,198
74,4,194,194,194
75,4,184,184,184
76,4,182,182,182
77,4,187,187,187
78,4,182,182,182
79,4,169,169,169
80,4,160,160,160
81,4,144,144,144
82,4,127,127,127
83,4,117,117,117
84,4,109,109,109
85,4,98,98,98
86,4,84,84,84
87,4,66,66,66
88,4,56,56,56
89,4,54,54,54
90,4,40,40,40
91,4,37,37,37
92,4,50,50,50
93,4,47,47,47
94,4,169,169,169
95,4,255,255,255
96,4,252,252,252
97,4,255,255,255
98,4,255,255,255
99,4,255,255,255
100,4,255,255,255
101,4,255,255,255
102,4,255,255,255
103,4,255,255,255
104,4,255,255,255
105,4,255,255,255
106,4,255,255,255
107,4,255,255,255
108,4,255,255,255
109,4,255,255,255
110,4,255,255,255
111,4,255,255,255
112,4,255,255,255
113,4,255,255,255
114,4,255,255,255
115,4,255,255,255
116,4,255,255,255
117,4,255,255,255
118,4,255,255,255
119,4,255,255,255
120,4,255,255,255
121,4,255,255,255
122,4,255,255,255
123,4,255,255,255
124,4,255,255,255
125,4,255,255,255
126,4,255,255,255
127,4,255,255,255
128,4,255,255,255
129,4,255,255,255
130,4,255,255,255
131,4,255,255,255
132,4,255,255,255
133,4,255,255,255
134,4,255,255,255
135,4,255,255,255
136,4,255,255,255
137,4,255,255,255
138,4,255,255,255
139,4,255,255,255
140,4,255,255,255
0,5,255,255,255
1,5,255,255,255
2,5,255,255,255
3,5,255,255,255
4,5,255,255,255
5,5,255,255,255
6,5,255,255,255
7,5,255,255,255
8,5,255,255,255
9,5,255,255,255
10,5,255,255,255
11,5,255,255,255
12,5,255,255,255
13,5,255,255,255
14,5,255,255,255
15,5,255,255,255
16,5,255,255,255
17,5,255,255,255
18,5,255,255,255
19,5,255,255,255
20,5,255,255,255
21,5,255,255,255
22,5,255,255,255
23,5,255,255,255
24,5,255,255,255
25,5,255,255,255
26,5,255,255,255
27,5,255,255,255
28,5,255,255,255
29,5,255,255,255
30,5,255,255,255
31,5,255,255,255
32,5,255,255,255
33,5,255,255,255
34,5,255,255,255
35,5,255,255,255
36,5,255,255,255
37,5,255,255,255
38,5,255,255,255
39,5,255,255,255
40,5,255,255,255
41,5,255,255,255
42,5,255,255,255
43,5,254,254,254
44,5,255,255,255
45,5,236,236,236
46,5,88,88,88
47,5,53,53,53
48,5,65,65,65
49,5,61,61,61
50,5,59,59,59
51,5,75,75,75
52,5,141,141,141
53,5,176,176,176
54,5,190,190,190
55,5,201,201,201
56,5,209,209,209
57,5,216,216,216
58,5,225,225,225
59,5,230,230,230
60,5,232,232,232
61,5,233,233,233
62,5,232,232,232
63,5,232,232,232
64,5,234,234,234
65,5,236,236,236
66,5,238,238,238
67,5,239,239,239
68,5,236,236,236
69,5,233,233,233
70,5,226,226,226
71,5,221,221,221
72,5,218,218,218
73,5,211,211,211
74,5,202,202,202
75,5,198,198,198
76,5,195,195,195
77,5,198,198,198
78,5,196,196,196
79,5,185,185,185
80,5,168,168,168
81,5,148,148,148
82,5,133,133,133
83,5,122,122,122
84,5,113,113,113
85,5,103,103,103
86,5,90,90,90
87,5,69,69,69
88,5,60,60,60
89,5,56,56,56
90,5,41,41,41
91,5,37,37,37
92,5,45,45,45
93,5,51,51,51
94,5,81,81,81
95,5,238,238,238
96,5,254,254,254
97,5,254,254,254
98,5,255,255,255
99,5,255,255,255
100,5,255,255,255
101,5,255,255,255
102,5,255,255,255
103,5,255,255,255
104,5,255,255,255
105,5,255,255,255
106,5,255,255,255
107,5,255,255,255
108,5,255,255,255
109,5,255,255,255
110,5,255,255,255
111,5,255,255,255
112,5,255,255,255
113,5,255,255,255
114,5,255,255,255
115,5,255,255,255
116,5,255,255,255
117,5,255,255,255
118,5,255,255,255
119,5,255,255,255
120,5,255,255,255
121,5,255,255,255
122,5,255,255,255
123,5,255,255,255
124,5,255,255,255
125,5,255,255,255
126,5,255,255,255
127,5,255,255,255
128,5,255,255,255
129,5,255,255,255
130,5,255,255,255
131,5,255,255,255
132,5,255,255,255
133,5,255,255,255
134,5,255,255,255
135,5,255,255,255
136,5,255,255,255
137,5,255,255,255
138,5,255,255,255
139,5,255,255,255
140,5,255,255,255
0,6,255,255,255
1,6,255,255,255
2,6,255,255,255
3,6,255,255,255
4,6,255,255,255
5,6,255,255,255
6,6,255,255,255
7,6,255,255,255
8,6,255,255,255
9,6,255,255,255
10,6,255,255,255
11,6,255,255,255
12,6,255,255,255
13,6,255,255,255
14,6,255,255,255
15,6,255,255,255
16,6,255,255,255
17,6,255,255,255
18,6,255,255,255
19,6,255,255,255
20,6,255,255,255
21,6,255,255,255
22,6,255,255,255
23,6,255,255,255
24,6,255,255,255
25,6,255,255,255
26,6,255,255,255
27,6,255,255,255
28,6,255,255,255
29,6,255,255,255
30,6,255,255,255
31,6,255,255,255
32,6,255,255,255
33,6,255,255,255
34,6,255,255,255
35,6,255,255,255
36,6,255,255,255
37,6,255,255,255
38,6,255,255,255
39,6,255,255,255
40,6,255,255,255
41,6,255,255,255
42,6,255,255,255
43,6,253,253,253
44,6,255,255,255
45,6,225,225,225
46,6,75,75,75
47,6,62,62,62
48,6,77,77,77
49,6,61,61,61
50,6,57,57,57
51,6,82,82,82
52,6,159,159,159
53,6,183,183,183
54,6,193,193,193
55,6,205,205,205
56,6,211,211,211
57,6,219,219,219
58,6,227,227,227
59,6,233,233,233
60,6,235,235,235
61,6,236,236,236
62,6,237,237,237
63,6,235,235,235
64,6,238,238,238
65,6,242,242,242
66,6,242,242,242
67,6,242,242,242
68,6,240,240,240
69,6,233,233,233
70,6,227,227,227
71,6,222,222,222
72,6,218,218,218
73,6,212,212,212
74,6,208,208,208
75,6,201,201,201
76,6,208,208,208
77,6,207,207,207
78,6,199,199,199
79,6,190,190,190
80,6,175,175,175
81,6,159,159,159
82,6,140,140,140
83,6,124,124,124
84,6,112,112,112
85,6,105,105,105
86,6,93,93,93
87,6,75,75,75
88,6,59,59,59
89,6,56,56,56
90,6,43,43,43
91,6,34,34,34
92,6,38,38,38
93,6,56,56,56
94,6,55,55,55
95,6,164,164,164
96,6,255,255,255
97,6,253,253,253
98,6,255,255,255
99,6,255,255,255
100,6,255,255,255
101,6,255,255,255
102,6,255,255,255
103,6,255,255,255
104,6,255,255,255
105,6,255,255,255
106,6,255,255,255
107,6,255,255,255
108,6,255,255,255
109,6,255,255,255
110,6,255,255,255
111,6,255,255,255
112,6,255,255,255
113,6,255,255,255
114,6,255,255,255
115,6,255,255,255
116,6,255,255,255
117,6,255,255,255
118,6,255,255,255
119,6,255,255,255
120,6,255,255,255
121,6,255,255,255
122,6,255,255,255
123,6,255,255,255
124,6,255,255,255
125,6,255,255,255
126,6,255,255,255
127,6,255,255,255
128,6,255,255,255
129,6,255,255,255
130,6,255,255,255
131,6,255,255,255
132,6,255,255,255
133,6,255,255,255
134,6,255,255,255
135,6,255,255,255
136,6,255,255,255
137,6,255,255,255
138,6,255,255,255
139,6,255,255,255
140,6,255,255,255
0,7,255,255,255
1,7,255,255,255
2,7,255,255,255
3,7,255,255,255
4,7,255,255,255
5,7,255,255,255
6,7,255,255,255
7,7,255,255,255
8,7,255,255,255
9,7,255,255,255
10,7,255,255,255
11,7,255,255,255
12,7,255,255,255
13,7,255,255,255
14,7,255,255,255
15,7,255,255,255
16,7,255,255,255
17,7,255,255,255
18,7,255,255,255
19,7,255,255,255
20,7,255,255,255
21,7,255,255,255
22,7,255,255,255
23,7,255,255,255
24,7,255,255,255
25,7,255,255,255
26,7,255,255,255
27,7,255,255,255
28,7,255,255,255
29,7,255,255,255
30,7,255,255,255
31,7,255,255,255
32,7,255,255,255
33,7,255,255,255
34,7,255,255,255
35,7,255,255,255
36,7,255,255,255
37,7,255,255,255
38,7,255,255,255
39,7,255,255,255
40,7,255,255,255
41,7,255,255,255
42,7,255,255,255
43,7,253,253,253
44,7,252,252,252
45,7,121,121,121
46,7,38,38,38
47,7,69,69,69
48,7,71,71,71
49,7,70,70,70
50,7,61,61,61
51,7,95,95,95
52,7,163,163,163
53,7,188,188,188
54,7,200,200,200
55,7,206,206,206
56,7,213,213,213
57,7,222,222,222
58,7,229,229,229
59,7,232,232,232
60,7,236,236,236
61,7,238,238,238
62,7,237,237,237
63,7,239,239,239
64,7,243,243,243
65,7,245,245,245
66,7,245,245,245
67,7,245,245,245
68,7,241,241,241
69,7,233,233,233
70,7,227,227,227
71,7,227,227,227
72,7,221,221,221
73,7,214,214,214
74,7,211,211,211
75,7,206,206,206
76,7,212,212,212
77,7,209,209,209
78,7,196,196,196
79,7,190,190,190
80,7,177,177,177
81,7,162,162,162
82,7,140,140,140
83,7,122,122,122
84,7,109,109,109
85,7,101,101,101
86,7,91,91,91
87,7,82,82,82
88,7,65,65,65
89,7,56,56,56
90,7,49,49,49
91,7,37,37,37
92,7,43,43,43
93,7,60,60,60
94,7,62,62,62
95,7,64,64,64
96,7,214,214,214
97,7,255,255,255
98,7,253,253,253
99,7,255,255,255
100,7,255,255,255
101,7,255,255,255
102,7,255,255,255
103,7,255,255,255
104,7,255,255,255
105,7,255,255,255
106,7,255,255,255
107,7,255,255,255
108,7,255,255,255
109,7,255,255,255
110,7,255,255,255
111,7,255,255,255
112,7,255,255,255
113,7,255,255,255
114,7,255,255,255
115,7,255,255,255
116,7,255,255,255
117,7,255,255,255
118,7,255,255,255
119,7,255,255,255
120,7,255,255,255
121,7,255,255,255
122,7,255,255,255
123,7,255,255,255
124,7,255,255,255
125,7,255,255,255
126,7,255,255,255
127,7,255,255,255
128,7,255,255,255
129,7,255,255,255
130,7,255,255,255
131,7,255,255,255
132,7,255,255,255
133,7,255,255,255
134,7,255,255,255
135,7,255,255,255
136,7,255,255,255
137,7,255,255,255
138,7,255,255,255
139,7,255,255,255
140,7,255,255,255
0,8,255,255,255
1,8,255,255,255
2,8,255,255,255
3,8,255,255,255
4,8,255,255,255
5,8,255,255,255
6,8,255,255,255
7,8,255,255,255
8,8,255,255,255
9,8,255,255,255
10,8,255,255,255
11,8,255,255,255
12,8,255,255,255
13,8,255,255,255
14,8,255,255,255
15,8,255,255,255
16,8,255,255,255
17,8,255,255,255
18,8,255,255,255
19,8,255,255,255
20,8,255,255,255
21,8,255,255,255
22,8,255,255,255
23,8,255,255,255
24,8,255,255,255
25,8,255,255,255
26,8,255,255,255
27,8,255,255,255
28,8,255,255,255
29,8,255,255,255
30,8,255,255,255
31,8,255,255,255
32,8,255,255,255
33,8,255,255,255
34,8,255,255,255
35,8,255,255,255
36,8,255,255,255
37,8,255,255,255
38,8,255,255,255
39,8,255,255,255
40,8,255,255,255
41,8,255,255,255
42,8,254,254,254
43,8,255,255,255
44,8,248,248,248
45,8,93,93,93
46,8,45,45,45
47,8,54,54,54
48,8,71,71,71
49,8,77,77,77
50,8,72,72,72
51,8,106,106,106
52,8,172,172,172
53,8,191,191,191
54,8,203,203,203
55,8,210,210,210
56,8,217,217,217
57,8,223,223,223
58,8,229,229,229
59,8,233,233,233
60,8,236,236,236
61,8,237,237,237
62,8,241,241,241
63,8,244,244,244
64,8,245,245,245
65,8,247,247,247
66,8,247,247,247
67,8,244,244,244
68,8,240,240,240
69,8,233,233,233
70,8,228,228,228
71,8,228,228,228
72,8,226,226,226
73,8,218,218,218
74,8,213,213,213
75,8,206,206,206
76,8,210,210,210
77,8,212,212,212
78,8,195,195,195
79,8,186,186,186
80,8,174,174,174
81,8,161,161,161
82,8,137,137,137
83,8,118,118,118
84,8,109,109,109
85,8,95,95,95
86,8,88,88,88
87,8,82,82,82
88,8,70,70,70
89,8,53,53,53
90,8,48,48,48
91,8,37,37,37
92,8,44,44,44
93,8,58,58,58
94,8,64,64,64
95,8,53,53,53
96,8,164,164,164
97,8,255,255,255
98,8,253,253,253
99,8,255,255,255
100,8,255,255,255
101,8,255,255,255
102,8,255,255,255
103,8,255,255,255
104,8,255,255,255
105,8,255,255,255
106,8,255,255,255
107,8,255,255,255
108,8,255,255,255
109,8,255,255,255
110,8,255,255,255
111,8,255,255,255
112,8,255,255,255
113,8,255,255,255
114,8,255,255,255
115,8,255,255,255
116,8,255,255,255
117,8,255,255,255
118,8,255,255,255
119,8,255,255,255
120,8,255,255,255
121,8,255,255,255
122,8,255,255,255
123,8,255,255,255
124,8,255,255,255
125,8,255,255,255
126,8,255,255,255
127,8,255,255,255
128,8,255,255,255
129,8,255,255,255
130,8,255,255,255
131,8,255,255,255
132,8,255,255,255
133,8,255,255,255
134,8,255,255,255
135,8,255,255,255
136,8,255,255,255
137,8,255,255,255
138,8,255,255,255
139,8,255,255,255
140,8,255,255,255
0,9,255,255,255
1,9,255,255,255
2,9,255,255,255
3,9,255,255,255
4,9,255,255,255
5,9,255,255,255
6,9,255,255,255
7,9,255,255,255
8,9,255,255,255
9,9,255,255,255
10,9,255,255,255
11,9,255,255,255
12,9,255,255,255
13,9,255,255,255
14,9,255,255,255
15,9,255,255,255
16,9,255,255,255
17,9,255,255,255
18,9,255,255,255
19,9,255,255,255
20,9,255,255,255
21,9,255,255,255
22,9,255,255,255
23,9,255,255,255
24,9,255,255,255
25,9,255,255,255
26,9,255,255,255
27,9,255,255,255
28,9,255,255,255
29,9,255,255,255
30,9,255,255,255
31,9,255,255,255
32,9,255,255,255
33,9,255,255,255
34,9,255,255,255
35,9,255,255,255
36,9,255,255,255
37,9,255,255,255
38,9,255,255,255
39,9,255,255,255
40,9,255,255,255
41,9,255,255,255
42,9,254,254,254
43,9,255,255,255
44,9,233,233,233
45,9,71,71,71
46,9,52,52,52
47,9,65,65,65
48,9,80,80,80
49,9,77,77,77
50,9,70,70,70
51,9,112,112,112
52,9,180,180,180
53,9,193,193,193
54,9,202,202,202
55,9,211,211,211
56,9,215,215,215
57,9,222,222,222
58,9,228,228,228
59,9,232,232,232
60,9,236,236,236
61,9,238,238,238
62,9,243,243,243
63,9,245,245,245
64,9,245,245,245
65,9,247,247,247
66,9,246,246,246
67,9,244,244,244
68,9,239,239,239
69,9,233,233,233
70,9,229,229,229
71,9,229,229,229
72,9,225,225,225
73,9,223,223,223
74,9,211,211,211
75,9,208,208,208
76,9,211,211,211
77,9,210,210,210
78,9,200,200,200
79,9,186,186,186
80,9,174,174,174
81,9,165,165,165
82,9,137,137,137
83,9,117,117,117
84,9,109,109,109
85,9,92,92,92
86,9,87,87,87
87,9,83,83,83
88,9,72,72,72
89,9,53,53,53
90,9,43,43,43
91,9,39,39,39
92,9,46,46,46
93,9,53,53,53
94,9,56,56,56
95,9,58,58,58
96,9,181,181,181
97,9,255,255,255
98,9,254,254,254
99,9,255,255,255
100,9,255,255,255
101,9,255,255,255
102,9,255,255,255
103,9,255,255,255
104,9,255,255,255
105,9,255,255,255
106,9,255,255,255
107,9,255,255,255
108,9,255,255,255
109,9,255,255,255
110,9,255,255,255
111,9,255,255,255
112,9,255,255,255
113,9,255,255,255
114,9,255,255,255
115,9,255,255,255
116,9,255,255,255
117,9,255,255,255
118,9,255,255,255
119,9,255,255,255
120,9,255,255,255
121,9,255,255,255
122,9,255,255,255
123,9,255,255,255
124,9,255,255,255
125,9,255,255,255
126,9,255,255,255
127,9,255,255,255
128,9,255,255,255
129,9,255,255,255
