x,y,r,g,b
32,23,255,255,255
33,23,255,255,255
34,23,255,255,255
35,23,255,255,255
36,23,255,255,255
37,23,255,255,255
38,23,255,255,255
39,23,255,255,255
40,23,253,253,253
41,23,255,255,255
42,23,195,195,195
43,23,56,56,56
44,23,103,103,103
45,23,150,150,150
46,23,111,111,111
47,23,101,101,101
48,23,81,81,81
49,23,114,114,114
50,23,116,116,116
51,23,178,178,178
52,23,201,201,201
53,23,205,205,205
54,23,187,187,187
55,23,154,154,154
56,23,173,173,173
57,23,182,182,182
58,23,199,199,199
59,23,220,220,220
60,23,233,233,233
61,23,239,239,239
62,23,234,234,234
63,23,230,230,230
64,23,227,227,227
65,23,222,222,222
66,23,223,223,223
67,23,223,223,223
68,23,212,212,212
69,23,206,206,206
70,23,211,211,211
71,23,211,211,211
72,23,215,215,215
73,23,214,214,214
74,23,219,219,219
75,23,221,221,221
76,23,209,209,209
77,23,192,192,192
78,23,187,187,187
79,23,194,194,194
80,23,191,191,191
81,23,181,181,181
82,23,176,176,176
83,23,178,178,178
84,23,149,149,149
85,23,118,118,118
86,23,110,110,110
87,23,100,100,100
88,23,96,96,96
89,23,78,78,78
90,23,65,65,65
91,23,62,62,62
92,23,41,41,41
93,23,42,42,42
94,23,43,43,43
95,23,33,33,33
96,23,33,33,33
97,23,43,43,43
98,23,50,50,50
99,23,100,100,100
100,23,252,252,252
101,23,255,255,255
102,23,254,254,254
103,23,255,255,255
104,23,255,255,255
105,23,255,255,255
106,23,255,255,255
107,23,255,255,255
108,23,255,255,255
109,23,255,255,255
110,23,255,255,255
111,23,255,255,255
112,23,255,255,255
113,23,255,255,255
114,23,255,255,255
115,23,255,255,255
116,23,255,255,255
117,23,255,255,255
118,23,255,255,255
119,23,255,255,255
120,23,255,255,255
121,23,255,255,255
122,23,255,255,255
123,23,255,255,255
124,23,255,255,255
125,23,255,255,255
126,23,255,255,255
127,23,255,255,255
128,23,255,255,255
129,23,255,255,255
130,23,255,255,255
131,23,255,255,255
132,23,255,255,255
133,23,255,255,255
134,23,255,255,255
135,23,255,255,255
136,23,255,255,255
137,23,255,255,255
138,23,255,255,255
139,23,255,255,255
140,23,255,255,255
0,24,255,255,255
1,24,255,255,255
2,24,255,255,255
3,24,255,255,255
4,24,255,255,255
5,24,255,255,255
6,24,255,255,255
7,24,255,255,255
8,24,255,255,255
9,24,255,255,255
10,24,255,255,255
11,24,255,255,255
12,24,255,255,255
13,24,255,255,255
14,24,255,255,255
15,24,255,255,255
16,24,255,255,255
17,24,255,255,255
18,24,255,255,255
19,24,255,255,255
20,24,255,255,255
21,24,255,255,255
22,24,255,255,255
23,24,255,255,255
24,24,255,255,255
25,24,255,255,255
26,24,255,255,255
27,24,255,255,255
28,24,255,255,255
29,24,255,255,255
30,24,255,255,255
31,24,255,255,255
32,24,255,255,255
33,24,255,255,255
34,24,255,255,255
35,24,255,255,255
36,24,255,255,255
37,24,255,255,255
38,24,255,255,255
39,24,255,255,255
40,24,253,253,253
41,24,255,255,255
42,24,208,208,208
43,24,72,72,72
44,24,120,120,120
45,24,150,150,150
46,24,123,123,123
47,24,112,112,112
48,24,94,94,94
49,24,72,72,72
50,24,135,135,135
51,24,187,187,187
52,24,194,194,194
53,24,198,198,198
54,24,189,189,189
55,24,151,151,151
56,24,97,97,97
57,24,89,89,89
58,24,119,119,119
59,24,161,161,161
60,24,178,178,178
61,24,190,190,190
62,24,209,209,209
63,24,221,221,221
64,24,223,223,223
65,24,219,219,219
66,24,218,218,218
67,24,218,218,218
68,24,206,206,206
69,24,194,194,194
70,24,203,203,203
71,24,201,201,201
72,24,205,205,205
73,24,212,212,212
74,24,216,216,216
75,24,211,211,211
76,24,198,198,198
77,24,181,181,181
78,24,167,167,167
79,24,158,158,158
80,24,143,143,143
81,24,131,131,131
82,24,122,122,122
83,24,127,127,127
84,24,116,116,116
85,24,95,95,95
86,24,86,86,86
87,24,80,80,80
88,24,68,68,68
89,24,65,65,65
90,24,69,69,69
91,24,63,63,63
92,24,47,47,47
93,24,39,39,39
94,24,51,51,51
95,24,40,40,40
96,24,43,43,43
97,24,51,51,51
98,24,53,53,53
99,24,113,113,113
100,24,255,255,255
101,24,255,255,255
102,24,255,255,255
103,24,255,255,255
104,24,255,255,255
105,24,255,255,255
106,24,255,255,255
107,24,255,255,255
108,24,255,255,255
109,24,255,255,255
110,24,255,255,255
111,24,255,255,255
112,24,255,255,255
113,24,255,255,255
114,24,255,255,255
115,24,255,255,255
116,24,255,255,255
117,24,255,255,255
118,24,255,255,255
119,24,255,255,255
120,24,255,255,255
121,24,255,255,255
122,24,255,255,255
123,24,255,255,255
124,24,255,255,255
125,24,255,255,255
126,24,255,255,255
127,24,255,255,255
128,24,255,255,255
129,24,255,255,255
130,24,255,255,255
131,24,255,255,255
132,24,255,255,255
133,24,255,255,255
134,24,255,255,255
135,24,255,255,255
136,24,255,255,255
137,24,255,255,255
138,24,255,255,255
139,24,255,255,255
140,24,255,255,255
0,25,255,255,255
1,25,255,255,255
2,25,255,255,255
3,25,255,255,255
4,25,255,255,255
5,25,255,255,255
6,25,255,255,255
7,25,255,255,255
8,25,255,255,255
9,25,255,255,255
10,25,255,255,255
11,25,255,255,255
12,25,255,255,255
13,25,255,255,255
14,25,255,255,255
15,25,255,255,255
16,25,255,255,255
17,25,255,255,255
18,25,255,255,255
19,25,255,255,255
20,25,255,255,255
21,25,255,255,255
22,25,255,255,255
23,25,255,255,255
24,25,255,255,255
25,25,255,255,255
26,25,255,255,255
27,25,255,255,255
28,25,255,255,255
29,25,255,255,255
30,25,255,255,255
31,25,255,255,255
32,25,255,255,255
33,25,255,255,255
34,25,255,255,255
35,25,255,255,255
36,25,255,255,255
37,25,255,255,255
38,25,255,255,255
39,25,255,255,255
40,25,253,253,253
41,25,255,255,255
42,25,223,223,223
43,25,98,98,98
44,25,139,139,139
45,25,148,148,148
46,25,180,180,180
47,25,134,134,134
48,25,79,79,79
49,25,62,62,62
50,25,129,129,129
51,25,193,193,193
52,25,196,196,196
53,25,191,191,191
54,25,199,199,199
55,25,208,208,208
56,25,178,178,178
57,25,122,122,122
58,25,96,96,96
59,25,115,115,115
60,25,126,126,126
61,25,138,138,138
62,25,146,146,146
63,25,164,164,164
64,25,174,174,174
65,25,183,183,183
66,25,204,204,204
67,25,202,202,202
68,25,190,190,190
69,25,179,179,179
70,25,198,198,198
71,25,196,196,196
72,25,202,202,202
73,25,205,205,205
74,25,197,197,197
75,25,192,192,192
76,25,168,168,168
77,25,128,128,128
78,25,99,99,99
79,25,102,102,102
80,25,112,112,112
81,25,112,112,112
82,25,108,108,108
83,25,113,113,113
84,25,118,118,118
85,25,104,104,104
86,25,73,73,73
87,25,59,59,59
88,25,58,58,58
89,25,56,56,56
90,25,60,60,60
91,25,66,66,66
92,25,48,48,48
93,25,40,40,40
94,25,57,57,57
95,25,45,45,45
96,25,44,44,44
97,25,52,52,52
98,25,55,55,55
99,25,147,147,147
100,25,255,255,255
101,25,253,253,253
102,25,255,255,255
103,25,255,255,255
104,25,255,255,255
105,25,255,255,255
106,25,255,255,255
107,25,255,255,255
108,25,255,255,255
109,25,255,255,255
110,25,255,255,255
111,25,255,255,255
112,25,255,255,255
113,25,255,255,255
114,25,255,255,255
115,25,255,255,255
116,25,255,255,255
117,25,255,255,255
118,25,255,255,255
119,25,255,255,255
120,25,255,255,255
121,25,255,255,255
122,25,255,255,255
123,25,255,255,255
124,25,255,255,255
125,25,255,255,255
126,25,255,255,255
127,25,255,255,255
128,25,255,255,255
129,25,255,255,255
130,25,255,255,255
131,25,255,255,255
132,25,255,255,255
133,25,255,255,255
134,25,255,255,255
135,25,255,255,255
136,25,255,255,255
137,25,255,255,255
138,25,255,255,255
139,25,255,255,255
140,25,255,255,255
0,26,255,255,255
1,26,255,255,255
2,26,255,255,255
3,26,255,255,255
4,26,255,255,255
5,26,255,255,255
6,26,255,255,255
7,26,255,255,255
8,26,255,255,255
9,26,255,255,255
10,26,255,255,255
11,26,255,255,255
12,26,255,255,255
13,26,255,255,255
14,26,255,255,255
15,26,255,255,255
16,26,255,255,255
17,26,255,255,255
18,26,255,255,255
19,26,255,255,255
20,26,255,255,255
21,26,255,255,255
22,26,255,255,255
23,26,255,255,255
24,26,255,255,255
25,26,255,255,255
26,26,255,255,255
27,26,255,255,255
28,26,255,255,255
29,26,255,255,255
30,26,255,255,255
31,26,255,255,255
32,26,255,255,255
33,26,255,255,255
34,26,255,255,255
35,26,255,255,255
36,26,255,255,255
37,26,255,255,255
38,26,255,255,255
39,26,255,255,255
40,26,254,254,254
41,26,255,255,255
42,26,247,247,247
43,26,143,143,143
44,26,127,127,127
45,26,119,119,119
46,26,134,134,134
47,26,130,130,130
48,26,84,84,84
49,26,91,91,91
50,26,112,112,112
51,26,187,187,187
52,26,206,206,206
53,26,199,199,199
54,26,207,207,207
55,26,207,207,207
56,26,204,204,204
57,26,212,212,212
58,26,190,190,190
59,26,154,154,154
60,26,112,112,112
61,26,74,74,74
62,26,72,72,72
63,26,84,84,84
64,26,106,106,106
65,26,119,119,119
66,26,134,134,134
67,26,160,160,160
68,26,160,160,160
69,26,179,179,179
70,26,204,204,204
71,26,203,203,203
72,26,207,207,207
73,26,189,189,189
74,26,165,165,165
75,26,134,134,134
76,26,96,96,96
77,26,76,76,76
78,26,92,92,92
79,26,86,86,86
80,26,64,64,64
81,26,60,60,60
82,26,80,80,80
83,26,89,89,89
84,26,91,91,91
85,26,104,104,104
86,26,120,120,120
87,26,94,94,94
88,26,60,60,60
89,26,56,56,56
90,26,57,57,57
91,26,66,66,66
92,26,55,55,55
93,26,54,54,54
94,26,49,49,49
95,26,46,46,46
96,26,45,45,45
97,26,52,52,52
98,26,67,67,67
99,26,196,196,196
100,26,255,255,255
101,26,253,253,253
102,26,255,255,255
103,26,255,255,255
104,26,255,255,255
105,26,255,255,255
106,26,255,255,255
107,26,255,255,255
108,26,255,255,255
109,26,255,255,255
110,26,255,255,255
111,26,255,255,255
112,26,255,255,255
113,26,255,255,255
114,26,255,255,255
115,26,255,255,255
116,26,255,255,255
117,26,255,255,255
118,26,255,255,255
119,26,255,255,255
120,26,255,255,255
121,26,255,255,255
122,26,255,255,255
123,26,255,255,255
124,26,255,255,255
125,26,255,255,255
126,26,255,255,255
127,26,255,255,255
128,26,255,255,255
129,26,255,255,255
130,26,255,255,255
131,26,255,255,255
132,26,255,255,255
133,26,255,255,255
134,26,255,255,255
135,26,255,255,255
136,26,255,255,255
137,26,255,255,255
138,26,255,255,255
139,26,255,255,255
140,26,255,255,255
0,27,255,255,255
1,27,255,255,255
2,27,255,255,255
3,27,255,255,255
4,27,255,255,255
5,27,255,255,255
6,27,255,255,255
7,27,255,255,255
8,27,255,255,255
9,27,255,255,255
10,27,255,255,255
11,27,255,255,255
12,27,255,255,255
13,27,255,255,255
14,27,255,255,255
15,27,255,255,255
16,27,255,255,255
17,27,255,255,255
18,27,255,255,255
19,27,255,255,255
20,27,255,255,255
21,27,255,255,255
22,27,255,255,255
23,27,255,255,255
24,27,255,255,255
25,27,255,255,255
26,27,255,255,255
27,27,255,255,255
28,27,255,255,255
29,27,255,255,255
30,27,255,255,255
31,27,255,255,255
32,27,255,255,255
33,27,255,255,255
34,27,255,255,255
35,27,255,255,255
36,27,255,255,255
37,27,255,255,255
38,27,255,255,255
39,27,255,255,255
40,27,255,255,255
41,27,254,254,254
42,27,255,255,255
43,27,169,169,169
44,27,89,89,89
45,27,76,76,76
46,27,62,62,62
47,27,56,56,56
48,27,79,79,79
49,27,127,127,127
50,27,134,134,134
51,27,154,154,154
52,27,207,207,207
53,27,208,208,208
54,27,208,208,208
55,27,195,195,195
56,27,186,186,186
57,27,135,135,135
58,27,92,92,92
59,27,88,88,88
60,27,76,76,76
61,27,87,87,87
62,27,29,29,29
63,27,54,54,54
64,27,78,78,78
65,27,98,98,98
66,27,119,119,119
67,27,123,123,123
68,27,165,165,165
69,27,207,207,207
70,27,219,219,219
71,27,218,218,218
72,27,209,209,209
73,27,181,181,181
74,27,120,120,120
75,27,70,70,70
76,27,49,49,49
77,27,77,77,77
78,27,66,66,66
79,27,51,51,51
80,27,56,56,56
81,27,62,62,62
82,27,28,28,28
83,27,56,56,56
84,27,60,60,60
85,27,55,55,55
86,27,72,72,72
87,27,113,113,113
88,27,96,96,96
89,27,55,55,55
90,27,59,59,59
91,27,63,63,63
92,27,66,66,66
93,27,52,52,52
94,27,44,44,44
95,27,43,43,43
96,27,43,43,43
97,27,50,50,50
98,27,87,87,87
99,27,237,237,237
100,27,255,255,255
101,27,254,254,254
102,27,255,255,255
103,27,255,255,255
104,27,255,255,255
105,27,255,255,255
106,27,255,255,255
107,27,255,255,255
108,27,255,255,255
109,27,255,255,255
110,27,255,255,255
111,27,255,255,255
112,27,255,255,255
113,27,255,255,255
114,27,255,255,255
115,27,255,255,255
116,27,255,255,255
117,27,255,255,255
118,27,255,255,255
119,27,255,255,255
120,27,255,255,255
121,27,255,255,255
122,27,255,255,255
123,27,255,255,255
124,27,255,255,255
125,27,255,255,255
126,27,255,255,255
127,27,255,255,255
128,27,255,255,255
129,27,255,255,255
130,27,255,255,255
131,27,255,255,255
132,27,255,255,255
133,27,255,255,255
134,27,255,255,255
135,27,255,255,255
136,27,255,255,255
137,27,255,255,255
138,27,255,255,255
139,27,255,255,255
140,27,255,255,255
0,28,255,255,255
1,28,255,255,255
2,28,255,255,255
3,28,255,255,255
4,28,255,255,255
5,28,255,255,255
6,28,255,255,255
7,28,255,255,255
8,28,255,255,255
9,28,255,255,255
10,28,255,255,255
11,28,255,255,255
12,28,255,255,255
13,28,255,255,255
14,28,255,255,255
15,28,255,255,255
16,28,255,255,255
17,28,255,255,255
18,28,255,255,255
19,28,255,255,255
20,28,255,255,255
21,28,255,255,255
22,28,255,255,255
23,28,255,255,255
24,28,255,255,255
25,28,255,255,255
26,28,255,255,255
27,28,255,255,255
28,28,255,255,255
29,28,255,255,255
30,28,255,255,255
31,28,255,255,255
32,28,255,255,255
33,28,255,255,255
34,28,255,255,255
35,28,255,255,255
36,28,255,255,255
37,28,255,255,255
38,28,255,255,255
39,28,255,255,255
40,28,255,255,255
41,28,255,255,255
42,28,255,255,255
43,28,181,181,181
44,28,112,112,112
45,28,77,77,77
46,28,71,71,71
47,28,96,96,96
48,28,102,102,102
49,28,146,146,146
50,28,177,177,177
51,28,139,139,139
52,28,197,197,197
53,28,210,210,210
54,28,207,207,207
55,28,213,213,213
56,28,145,145,145
57,28,69,69,69
58,28,107,107,107
59,28,202,202,202
60,28,109,109,109
61,28,69,69,69
62,28,57,57,57
63,28,92,92,92
64,28,120,120,120
65,28,96,96,96
66,28,133,133,133
67,28,151,151,151
68,28,185,185,185
69,28,227,227,227
70,28,226,226,226
71,28,218,218,218
72,28,214,214,214
73,28,182,182,182
74,28,100,100,100
75,28,42,42,42
76,28,58,58,58
77,28,51,51,51
78,28,62,62,62
79,28,135,135,135
80,28,87,87,87
81,28,61,61,61
82,28,60,60,60
83,28,76,76,76
84,28,80,80,80
85,28,57,57,57
86,28,58,58,58
87,28,80,80,80
88,28,97,97,97
89,28,74,74,74
90,28,64,64,64
91,28,61,61,61
92,28,69,69,69
93,28,51,51,51
94,28,47,47,47
95,28,43,43,43
96,28,45,45,45
97,28,47,47,47
98,28,95,95,95
99,28,248,248,248
100,28,255,255,255
101,28,254,254,254
102,28,255,255,255
103,28,255,255,255
104,28,255,255,255
105,28,255,255,255
106,28,255,255,255
107,28,255,255,255
108,28,255,255,255
109,28,255,255,255
110,28,255,255,255
111,28,255,255,255
112,28,255,255,255
113,28,255,255,255
114,28,255,255,255
115,28,255,255,255
116,28,255,255,255
117,28,255,255,255
118,28,255,255,255
119,28,255,255,255
120,28,255,255,255
121,28,255,255,255
122,28,255,255,255
123,28,255,255,255
124,28,255,255,255
125,28,255,255,255
126,28,255,255,255
127,28,255,255,255
128,28,255,255,255
129,28,255,255,255
130,28,255,255,255
131,28,255,255,255
132,28,255,255,255
133,28,255,255,255
134,28,255,255,255
135,28,255,255,255
136,28,255,255,255
137,28,255,255,255
138,28,255,255,255
139,28,255,255,255
140,28,255,255,255
0,29,255,255,255
1,29,255,255,255
2,29,255,255,255
3,29,255,255,255
4,29,255,255,255
5,29,255,255,255
6,29,255,255,255
7,29,255,255,255
8,29,255,255,255
9,29,255,255,255
10,29,255,255,255
11,29,255,255,255
12,29,255,255,255
13,29,255,255,255
14,29,255,255,255
15,29,255,255,255
16,29,255,255,255
17,29,255,255,255
18,29,255,255,255
19,29,255,255,255
20,29,255,255,255
21,29,255,255,255
22,29,255,255,255
23,29,255,255,255
24,29,255,255,255
25,29,255,255,255
26,29,255,255,255
27,29,255,255,255
28,29,255,255,255
29,29,255,255,255
30,29,255,255,255
31,29,255,255,255
32,29,255,255,255
33,29,255,255,255
34,29,255,255,255
35,29,255,255,255
36,29,255,255,255
37,29,255,255,255
38,29,255,255,255
39,29,255,255,255
40,29,255,255,255
41,29,254,254,254
42,29,255,255,255
43,29,208,208,208
44,29,132,132,132
45,29,74,74,74
46,29,110,110,110
47,29,166,166,166
48,29,125,125,125
49,29,155,155,155
50,29,189,189,189
51,29,156,156,156
52,29,191,191,191
53,29,219,219,219
54,29,211,211,211
55,29,198,198,198
56,29,165,165,165
57,29,195,195,195
58,29,201,201,201
59,29,222,222,222
60,29,200,200,200
61,29,117,117,117
62,29,130,130,130
63,29,159,159,159
64,29,144,144,144
65,29,120,120,120
66,29,164,164,164
67,29,177,177,177
68,29,187,187,187
69,29,234,234,234
70,29,232,232,232
71,29,228,228,228
72,29,199,199,199
73,29,171,171,171
74,29,97,97,97
75,29,49,49,49
76,29,56,56,56
77,29,45,45,45
78,29,74,74,74
79,29,140,140,140
80,29,155,155,155
81,29,96,96,96
82,29,108,108,108
83,29,123,123,123
84,29,117,117,117
85,29,84,84,84
86,29,63,63,63
87,29,74,74,74
88,29,85,85,85
89,29,92,92,92
90,29,78,78,78
91,29,68,68,68
92,29,67,67,67
93,29,57,57,57
94,29,60,60,60
95,29,62,62,62
96,29,48,48,48
97,29,45,45,45
98,29,89,89,89
99,29,245,245,245
100,29,255,255,255
101,29,254,254,254
102,29,255,255,255
103,29,255,255,255
104,29,255,255,255
105,29,255,255,255
106,29,255,255,255
107,29,255,255,255
108,29,255,255,255
109,29,255,255,255
110,29,255,255,255
111,29,255,255,255
112,29,255,255,255
113,29,255,255,255
114,29,255,255,255
115,29,255,255,255
116,29,255,255,255
117,29,255,255,255
118,29,255,255,255
119,29,255,255,255
120,29,255,255,255
121,29,255,255,255
122,29,255,255,255
123,29,255,255,255
124,29,255,255,255
125,29,255,255,255
126,29,255,255,255
127,29,255,255,255
128,29,255,255,255
129,29,255,255,255
130,29,255,255,255
131,29,255,255,255
132,29,255,255,255
133,29,255,255,255
134,29,255,255,255
135,29,255,255,255
136,29,255,255,255
137,29,255,255,255
138,29,255,255,255
139,29,255,255,255
140,29,255,255,255
0,30,255,255,255
1,30,255,255,255
2,30,255,255,255
3,30,255,255,255
4,30,255,255,255
5,30,255,255,255
6,30,255,255,255
7,30,255,255,255
8,30,255,255,255
9,30,255,255,255
10,30,255,255,255
11,30,255,255,255
12,30,255,255,255
13,30,255,255,255
14,30,255,255,255
15,30,255,255,255
16,30,255,255,255
17,30,255,255,255
18,30,255,255,255
19,30,255,255,255
20,30,255,255,255
21,30,255,255,255
22,30,255,255,255
23,30,255,255,255
24,30,255,255,255
25,30,255,255,255
26,30,255,255,255
27,30,255,255,255
28,30,255,255,255
29,30,255,255,255
30,30,255,255,255
31,30,255,255,255
32,30,255,255,255
33,30,255,255,255
34,30,255,255,255
35,30,255,255,255
36,30,255,255,255
37,30,255,255,255
38,30,255,255,255
39,30,255,255,255
40,30,255,255,255
41,30,254,254,254
42,30,255,255,255
43,30,219,219,219
44,30,143,143,143
45,30,86,86,86
46,30,108,108,108
47,30,168,168,168
48,30,132,132,132
49,30,158,158,158
50,30,191,191,191
51,30,180,180,180
52,30,142,142,142
53,30,232,232,232
54,30,223,223,223
55,30,217,217,217
56,30,223,223,223
57,30,232,232,232
58,30,226,226,226
59,30,215,215,215
60,30,218,218,218
61,30,208,208,208
62,30,188,188,188
63,30,185,185,185
64,30,173,173,173
65,30,175,175,175
66,30,196,196,196
67,30,203,203,203
68,30,189,189,189
69,30,183,183,183
70,30,230,230,230
71,30,236,236,236
72,30,182,182,182
73,30,135,135,135
74,30,84,84,84
75,30,75,75,75
76,30,49,49,49
77,30,90,90,90
78,30,126,126,126
79,30,150,150,150
80,30,172,172,172
81,30,161,161,161
82,30,148,148,148
83,30,143,143,143
84,30,129,129,129
85,30,104,104,104
86,30,88,88,88
87,30,77,77,77
88,30,89,89,89
89,30,102,102,102
90,30,93,93,93
91,30,82,82,82
92,30,65,65,65
93,30,59,59,59
94,30,71,71,71
95,30,74,74,74
96,30,48,48,48
97,30,43,43,43
98,30,84,84,84
99,30,246,246,246
100,30,255,255,255
101,30,254,254,254
102,30,255,255,255
103,30,255,255,255
104,30,255,255,255
105,30,255,255,255
106,30,255,255,255
107,30,255,255,255
108,30,255,255,255
109,30,255,255,255
110,30,255,255,255
111,30,255,255,255
112,30,255,255,255
113,30,255,255,255
114,30,255,255,255
115,30,255,255,255
116,30,255,255,255
117,30,255,255,255
118,30,255,255,255
119,30,255,255,255
120,30,255,255,255
121,30,255,255,255
122,30,255,255,255
123,30,255,255,255
124,30,255,255,255
125,30,255,255,255
126,30,255,255,255
127,30,255,255,255
128,30,255,255,255
129,30,255,255,255
130,30,255,255,255
131,30,255,255,255
132,30,255,255,255
133,30,255,255,255
134,30,255,255,255
135,30,255,255,255
136,30,255,255,255
137,30,255,255,255
138,30,255,255,255
139,30,255,255,255
140,30,255,255,255
0,31,255,255,255
1,31,255,255,255
2,31,255,255,255
3,31,255,255,255
4,31,255,255,255
5,31,255,255,255
6,31,255,255,255
7,31,255,255,255
8,31,255,255,255
9,31,255,255,255
10,31,255,255,255
11,31,255,255,255
12,31,255,255,255
13,31,255,255,255
14,31,255,255,255
15,31,255,255,255
16,31,255,255,255
17,31,255,255,255
18,31,255,255,255
19,31,255,255,255
20,31,255,255,255
21,31,255,255,255
22,31,255,255,255
23,31,255,255,255
24,31,255,255,255
25,31,255,255,255
26,31,255,255,255
27,31,255,255,255
28,31,255,255,255
29,31,255,255,255
30,31,255,255,255
31,31,255,255,255
32,31,255,255,255
33,31,255,255,255
34,31,255,255,255
35,31,255,255,255
36,31,255,255,255
37,31,255,255,255
38,31,255,255,255
39,31,255,255,255
40,31,255,255,255
41,31,254,254,254
42,31,255,255,255
43,31,241,241,241
44,31,174,174,174
45,31,109,109,109
46,31,83,83,83
47,31,150,150,150
48,31,147,147,147
49,31,159,159,159
50,31,185,185,185
51,31,204,204,204
52,31,164,164,164
53,31,200,200,200
54,31,197,197,197
55,31,214,214,214
56,31,229,229,229
57,31,224,224,224
58,31,228,228,228
59,31,231,231,231
60,31,224,224,224
61,31,217,217,217
62,31,209,209,209
63,31,205,205,205
64,31,186,186,186
65,31,164,164,164
66,31,201,201,201
67,31,199,199,199
68,31,145,145,145
69,31,183,183,183
70,31,233,233,233
71,31,224,224,224
72,31,218,218,218
73,31,186,186,186
74,31,112,112,112
75,31,112,112,112
76,31,92,92,92
77,31,92,92,92
78,31,148,148,148
79,31,178,178,178
80,31,191,191,191
81,31,192,192,192
82,31,184,184,184
83,31,171,171,171
84,31,167,167,167
85,31,147,147,147
86,31,101,101,101
87,31,98,98,98
88,31,145,145,145
89,31,118,118,118
90,31,81,81,81
91,31,72,72,72
92,31,63,63,63
93,31,58,58,58
94,31,71,71,71
95,31,69,69,69
96,31,48,48,48
97,31,42,42,42
98,31,106,106,106
99,31,254,254,254
100,31,254,254,254
101,31,255,255,255
102,31,255,255,255
103,31,255,255,255
104,31,255,255,255
105,31,255,255,255
106,31,255,255,255
107,31,255,255,255
108,31,255,255,255
109,31,255,255,255
110,31,255,255,255
111,31,255,255,255
112,31,255,255,255
113,31,255,255,255
114,31,255,255,255
115,31,255,255,255
116,31,255,255,255
117,31,255,255,255
118,31,255,255,255
119,31,255,255,255
120,31,255,255,255
121,31,255,255,255
122,31,255,255,255
123,31,255,255,255
124,31,255,255,255
125,31,255,255,255
126,31,255,255,255
127,31,255,255,255
128,31,255,255,255
129,31,255,255,255
130,31,255,255,255
131,31,255,255,255
132,31,255,255,255
133,31,255,255,255
134,31,255,255,255
135,31,255,255,255
136,31,255,255,255
137,31,255,255,255
138,31,255,255,255
139,31,255,255,255
140,31,255,255,255
0,32,255,255,255
1,32,255,255,255
2,32,255,255,255
3,32,255,255,255
4,32,255,255,255
5,32,255,255,255
6,32,255,255,255
7,32,255,255,255
8,32,255,255,255
9,32,255,255,255
10,32,255,255,255
11,32,255,255,255
12,32,255,255,255
13,32,255,255,255
14,32,255,255,255
15,32,255,255,255
16,32,255,255,255
17,32,255,255,255
18,32,255,255,255
19,32,255,255,255
20,32,255,255,255
21,32,255,255,255
22,32,255,255,255
23,32,255,255,255
24,32,255,255,255
25,32,255,255,255
26,32,255,255,255
27,32,255,255,255
28,32,255,255,255
29,32,255,255,255
30,32,255,255,255
31,32,255,255,255
32,32,255,255,255
33,32,255,255,255
34,32,255,255,255
35,32,255,255,255
36,32,255,255,255
37,32,255,255,255
38,32,255,255,255
39,32,255,255,255
40,32,255,255,255
41,32,255,255,255
42,32,255,255,255
43,32,253,253,253
44,32,176,176,176
45,32,152,152,152
46,32,102,102,102
47,32,142,142,142
48,32,149,149,149
49,32,153,153,153
50,32,182,182,182
51,32,204,204,204
52,32,230,230,230
53,32,206,206,206
54,32,165,165,165
55,32,189,189,189
56,32,236,236,236
57,32,228,228,228
58,32,228,228,228
59,32,227,227,227
60,32,226,226,226
61,32,221,221,221
62,32,211,211,211
63,32,199,199,199
64,32,177,177,177
65,32,182,182,182
66,32,211,211,211
67,32,180,180,180
68,32,148,148,148
69,32,209,209,209
70,32,226,226,226
71,32,213,213,213
72,32,207,207,207
73,32,169,169,169
74,32,113,113,113
75,32,108,108,108
76,32,119,119,119
77,32,81,81,81
78,32,120,120,120
79,32,159,159,159
80,32,187,187,187
81,32,202,202,202
82,32,204,204,204
83,32,198,198,198
84,32,182,182,182
85,32,148,148,148
86,32,121,121,121
87,32,135,135,135
88,32,153,153,153
89,32,114,114,114
90,32,98,98,98
91,32,81,81,81
92,32,66,66,66
93,32,58,58,58
94,32,65,65,65
95,32,69,69,69
96,32,49,49,49
97,32,44,44,44
98,32,144,144,144
99,32,255,255,255
100,32,252,252,252
101,32,255,255,255
102,32,255,255,255
103,32,255,255,255
104,32,255,255,255
105,32,255,255,255
106,32,255,255,255
107,32,255,255,255
108,32,255,255,255
109,32,255,255,255
110,32,255,255,255
111,32,255,255,255
112,32,255,255,255
113,32,255,255,255
114,32,255,255,255
115,32,255,255,255
116,32,255,255,255
117,32,255,255,255
118,32,255,255,255
119,32,255,255,255
120,32,255,255,255
121,32,255,255,255
122,32,255,255,255
123,32,255,255,255
124,32,255,255,255
125,32,255,255,255
126,32,255,255,255
127,32,255,255,255
128,32,255,255,255
129,32,255,255,255
130,32,255,255,255
131,32,255,255,255
132,32,255,255,255
133,32,255,255,255
134,32,255,255,255
135,32,255,255,255
136,32,255,255,255
137,32,255,255,255
138,32,255,255,255
139,32,255,255,255
140,32,255,255,255
0,33,255,255,255
1,33,255,255,255
2,33,255,255,255
3,33,255,255,255
4,33,255,255,255
5,33,255,255,255
6,33,255,255,255
7,33,255,255,255
8,33,255,255,255
9,33,255,255,255
10,33,255,255,255
11,33,255,255,255
12,33,255,255,255
13,33,255,255,255
14,33,255,255,255
15,33,255,255,255
16,33,255,255,255
17,33,255,255,255
18,33,255,255,255
19,33,255,255,255
20,33,255,255,255
